id,question,chance,tag
4540,"У канала может быть несколько подписчиков, консьюмеров",6,Нет
4541,Что из себя представляет Flow,6,Нет
4542,Сколько раз в секунду у тебя происходит onDraw во время анимации,6,Нет
4543,Почему плохо менять layout внутри аниматора,6,Нет
4544,"Как реализуешь навигацию с button-навигацией, чтобы она сохраняла стек",6,Нет
4545,Какаие способы хранения данных знаешь,6,Нет
4546,В чем разница между Room & SQLite,6,Нет
4547,Где будешь хранить токены,6,Нет
4548,Как относишься к тестам,6,Нет
4549,Можно ли через intent передать фотку,6,Нет
4550,Где использовал дженерики,6,Нет
4551,Расскажи про ограничения сверху и снизу,6,Нет
4552,Что знаешь про принципы PEX,6,Нет
4553,Что знаешь про star projection,6,Нет
4554,Что знаешь про heap pollution - загрязнение heap а,6,Нет
4555,Можно ли получить в runtime доступ к типу дженерика,6,Нет
2764,Что значит профилирование приложения,6,Нет
4557,Использовал ли inline-классы,6,Нет
4558,Что можешь сказать про structured concurrency,6,Нет
4559,CoroutineScope - что это,6,Нет
4560,Что будет со scope если внутри него упадет картинка,6,Нет
4562,Что знаешь про back pressure,6,Нет
4563,Как можешь переключать потоки из Flow На каком потоке Flow работает,6,Нет
4564,Что знаешь про обработку ошибок Flow,6,Нет
4565,Какие есть операторы Flow,6,Нет
4566,Можешь рассказать отличия и в каких случаях их использовать list set map,6,Нет
4567,Что можешь сказать про многопоточные коллекции,6,Нет
4568,"Что можешь рассказать про сложность доступа, добавления/удаления в link list",6,Нет
4569,А знаешь какие типы делигатов вообще есть в Kotlin,6,Нет
4570,Можешь объяснить принцип работы делигата на классе в Kotlin,6,Нет
4571,Какие знаешь стандартные делигаты,6,Нет
4572,Является ли lazy потокобезопасным,6,Нет
4573,Назови модификаторы доступа в Kotlin,6,Нет
4574,Про internal что можешь рассказать,6,Нет
4575,Можешь ли достать экземпляр у private поля,6,Нет
4576,Как можешь получить доступ к private полю извне,6,Нет
4577,Где хранятся объекты в Garbahe collectore,6,Нет
4578,"Расскажи про генерации оld, young",6,Нет
4579,Скажи что находится внутри heap stack,6,Нет
4580,Расскажи какие виды ссылок есть,6,Нет
4581,Расскажи когда в последний раз проходил продакшн собеседование,6,Нет
4582,"Для проектов в которых есть несколько модулей, там может быть много Android Manifest'ов, для чего это делается",6,Нет
4585,Когда начинает работать work manager,6,Нет
4586,Что нужно сделать в Android-проекте чтобы начать рисовать UI на экране,6,Нет
4587,Как рисовать UI без xml,6,Нет
4588,Какие есть способы сделать анимации в View,6,Нет
4589,Что делать если нужно анимировать переход между экранами,6,Нет
4590,Какие есть способы вывести работу с главного потока,6,Нет
4591,Как помогает Handler выполнять работу синхронно,6,Нет
4592,Можно ли с помощью Handler сделать запрос в сеть,6,Нет
4593,Знаешь способ как создать handler thread,6,Нет
4594,"Как для Coroutine одновременно запустить 2 запроса в сеть, чтобы они оба выполнялись",6,Нет
4595,Как для Coroutine одновременно запустить 2 запроса в сеть для RxJava,6,Нет
4596,Будет ли zip гарантировать параллельность выполнения 2 запросов в сеть запущенных для Coroutine,6,Нет
4597,Для чего нужен dependency injection в Android-приложениях,6,Нет
4598,В чем отличаются фреймворки Dagger и Koin,6,Нет
4599,Расскажи про анотации Dagger Provide и Binds,6,Нет
4600,"Зачем нужен Binds, когда уже есть Provide",6,Нет
4601,Чем отличаются аннотации SubComponents и Component,6,Нет
4606,Как в Kotlin сделать статическую переменную,6,Нет
4609,Расскажи о причинах объявления в Manifest компонентов,6,Нет
4612,В какой момент генерируется код при использовании SQLite,6,Нет
4615,Что случится если долго выполнять работу на главном потоке,6,Нет
4617,Что такое модификаторы доступа,6,Нет
4621,Какой объём памяти у стека и кучи,6,Нет
4623,Как сборщик мусора понимает что обьект можно уничтожить,6,Нет
4625,Опишите иерархию коллекций в Java,6,Нет
4627,Основные отличия коллекций Set и List,6,Нет
5805,Зачем нужен DiffUtil,6,Нет
5703,Какой жизненный цикл сервисов,6,Нет
5704,Отличие IntentService от Service,6,Нет
5705,Зачем в сервисах нужен метод onBind,6,Нет
5706,Как организовать взаимодействие Activity и фрагмента,6,Нет
5707,Как передать параметры во фрагмент,6,Нет
5708,Почему нельзя передавать параметры в конструктор фрагмента,6,Нет
5709,Можно ли отправить свое broadcast-сообщение,6,Нет
5710,Можно ли в Android для организации многопоточного кода использовать Threadкакием могут быть проблемы,6,Нет
5711,Что такое suspend функция,6,Нет
5712,Каким образом обеспечивается возможность приостановки выполнения suspend -функции,6,Нет
5713,Если domain-слой не зависит от других слоев то как он взаимодействует с data-слоем,6,Нет
5714,Что представляет собой MV_паттерны,6,Нет
5715,Для чего нужны структуры данных,6,Нет
5716,Что такое итератор,6,Нет
5717,"После перебирания данных итератором,гарантируется ли очередность получения этих данных",6,Нет
5718,Чем отличается список от массива,6,Нет
5719,Как внутри устроены released,6,Нет
5720,"Как бы ты реализовал проект в котором нужно накидать в одну кучу каких-нибудь элементов, но нельзя одни и те же элементы",6,Нет
5721,Что происходит когда делаешь ==,6,Нет
5723,"В чем различия между уровнями доступа: public, private,protected",6,Нет
5724,Какие операции обычно делаешь в Git,6,Нет
5725,Как использовал Gradle в своей работе,6,Нет
5726,Какой опыт работы с Android Application Components,6,Нет
5727,"Какие механизмы в Android позволяют сделать так, чтобы наше приложение не умерло",6,Нет
5728,Что такое doze mode,6,Нет
5729,Что знаешь про up buckets,6,Нет
5730,Какого типа диалогами приходилось работать,6,Нет
5731,"Какие методы будут вызваны у Activity b ,когда мы откроем диалог",6,Нет
5732,Основные классы которые  есть в Coroutines,6,Нет
5733,"Нужно запустить синхронный код и получить его результат,как это будешь делать",6,Нет
5734,Что самое сложное приходилось делать в Git,6,Нет
5735,Что знаешь про историю files storage в Android,6,Нет
5736,С какими локами работал,6,Нет
5737,Что такое DI,6,Нет
5738,С какими DI framework работал,6,Нет
5739,Зачем нужны компоненты и модули в Dagger,6,Нет
5740,Почему плохо закидывать все зависимости в один компонент.  Как это сделать по другому,6,Нет
5741,"Как добиться того, чтобы Activity были доступны объекты из up компонента",6,Нет
5742,Какой опыт в тестировании,6,Нет
5743,Какие классы покрываешь юнит-тестами,6,Нет
5744,Что знаешь о модификациях,6,Нет
5745,Что такое PendingIntent,6,Нет
5747,Как приложение понимает что оно может обработать тот или иной Intent,6,Нет
5748,Что значит флаг экспорт,6,Нет
5749,Насколько приходилось работать с разными каналами для модификаций,6,Нет
5750,Расскажи про опыт с профайлингом,6,Нет
5751,"Если профайлер показывает тебе что какой-нибудь фрейм занял 120 миллисекунд, что это значит",6,Нет
5752,Что будешь делать если команда с тобой не согласна,6,Нет
5753,Расскажи о конфликтной ситуации на работе,6,Нет
5754,Как построишь коммуникацию между фрагментом и сервисом,6,Нет
5755,Как добавишь возможность работать с приложением оффлайн,6,Нет
5756,Где будешь искать проблему медленного холодного запуска приложения,6,Нет
5757,"API медленно работает,поэтому ваша команда решила сделать prefetch данных, как это реализуешь",6,Нет
5758,Каким образом структуры данных реализованы в Java и Kotlin,6,Нет
5759,Как происходит инициализация,6,Нет
5760,Каким образом определяются размеры хэш-таблицы,6,Нет
5761,"По какому еще  условию сравнивается объект, кроме как хэш-кода",6,Нет
5762,Как происходит вставка значения в HashMap,6,Нет
5763,Как деревья реализованы в Java,6,Нет
5764,Как устроен set,6,Нет
5768,"Как вставить значение в HashMap ,чтобы не потерять никаких данных",6,Нет
5769,"Отправляешь запрос,но соединение с интернетом пропало, что происходит с запросом",6,Нет
5770,"Что произойдет с корутином, когда вылетает exception",6,Нет
5773,Что такое асинхронность и параллелизм,6,Нет
5774,В чем отличия асинхронности и параллелизма,6,Нет
5775,Как оцениваешь свой уровень в разработке,6,Нет
5776,Для чего нужны корутины,6,Нет
5777,"Насколько быстрее будет выполнить работу с корутинами, по сравнению с тем чтобы функцию расчитать без корутинов и потоков",6,Нет
5778,В чем различие Default диспатчер и IO диспатчер,6,Нет
5779,"Когда 1 физический ядро делает два потока, это будет происходить синхронно или параллельно",6,Нет
5782,Есть альтернатива SharedPreference,6,Нет
5783,За счет чего в корутинах возможна кооперативная многозадачность,6,Нет
5784,Какие проблемы решают разные виды тестов,6,Нет
5785,Какие виды permission бывают,6,Нет
5786,Какие важные атрибуты указываются в теге application,6,Нет
5787,"Что значит android:exported=""true"" / ""false""",6,Нет
5788,Как остановить сервис,6,Нет
5789,Как получить все приложения установленные на телефоне,6,Нет
5790,Как расшифровывается APK,6,Нет
5791,что такое DEX,6,Нет
5792,Зачем нужна виртуальная машина,6,Нет
5793,Как происходит создание APK из kotlin кода,6,Нет
5794,AAB (Android boundle) в чём разница,6,Нет
5795,Как запросить что бы система выдела больше ОЗУ на приложение,6,Нет
5796,В чём разница между serializable parsializable,6,Нет
5798,Как добавить синхронно/асинхронно фрагмент,6,Нет
5799,Что происходит когда вызываеться новое Activity освобождаеться ли память от старого,6,Нет
5800,Как бороться с тем что из-за deeplink активити может открыться много раз,6,Нет
5801,Что такое Task и где это используется,6,Нет
5802,Какое событие вызывается при нажатии юзера по экрану,6,Нет
5803,Как вызвать перерисовку кастом view,6,Нет
5804,Какой класс нужно использовать что бы отрисовывать в background thread view,6,Нет
5806,Что такое git rebase и чем он отличается от merge,6,Нет
5807,В чём отличие андроид 4 и 5,6,Нет
5808,В чём отличие андроид 5 и 6,6,Нет
5809,В чём отличие андроид 6 и 7,6,Нет
5810,В чём отличие андроид 7 и 8,6,Нет
5811,В чём отличие андроид 8 и 9,6,Нет
5812,В чём отличие андроид 9 и 10,6,Нет
5813,В чём отличие андроид 10 и 11,6,Нет
5814,В чём отличие андроид 11 и 12,6,Нет
5815,В чём отличие Dalvik Virtual Machine и ART(Android Run Time ),6,Нет
5816,В чём отличие dagger 1 / 2,6,Нет
5817,В чём отличие АПК с подписью и без подписи,6,Нет
5818,Что такое JIT,6,Нет
5819,Разница межу pull/fetch,6,Нет
5820,Как расшифровывается xml,6,Нет
5821,Что значит модификатор native у метода класса,6,Нет
5822,Перечислите методы класса Object/Any,6,Нет
5823,Перечислите маркеры интерфейсы,6,Нет
5824,Как сравниваются объекты в java,6,Нет
5825,Что делает метод Object.finalize(),6,Нет
5826,Что такое try(BufferReader){ … }catch{ … },6,Нет
5827,К чему можно применить модификатор final,6,Нет
5828,зачем нужна аннотация @CallSupper,6,Нет
5829,К чему можно применить модификатор static,6,Нет
5830,Перегрузка и переопределение метода в чём разница,6,Нет
5831,Какой модификатор применяется к методу если он не прописан явно,6,Нет
5832,Что будет выводиться HasMap.get() если equal/HashCode не переопределены,6,Нет
5833,Можно ли переопределить static метод в классе наследнике,6,Нет
5834,Можно ли переопределить конструкторы в java,6,Нет
5835,Опиши как лучше всего использовать модификаторы доступа в Java,6,Нет
5836,"Опиши как лучше всего использовать модиффВ каком порядке вызываеться конструктор, конструктор супер класса, статический инит  блок  икаторы доступа в Java",6,Нет
5837,Как называется метод в котором будет описана работа сервиса,6,Нет
5838,Как называется action для интент фильтра после перезагрузки телефона,6,Нет
5839,Foreground сервис чем отличается от обычного,6,Нет
5840,Какие виды reciaver знаешь,6,Нет
5841,Какие виды библиотек знаешь и в чём их различия,6,Нет
5842,От какого класса наследуются Application,6,Нет
6213,Отличие sealed и enum классов,6,Нет
6069,От какого класса наследуются Application,6,Нет
6072,"Зачем нужен контекст, назовите его основные функции",6,Нет
6076,Библиотека для нахождения утечек памяти,6,Нет
6098,В чём отличие контекста Application и Activity,6,Нет
6105,Что такое ProGuard,6,Нет
6108,Что такое рефлексия,6,Нет
6112,"Опишите инкапсуляцию, наследование, полиморфизм, абстракцию",6,Нет
6117,Почему запрещено множественное наследование и как этот запрет обойти,6,Нет
6121,Как програмно запретить создание объекта класса,6,Нет
6124,"Разница HashSet, LinkedHashSet, TreeSet",6,Нет
6126,"Разница PriorityQueue, Deque",6,Нет
6131,"Разница Iteration, Enumiration",6,Нет
6133,Какие методы имеет класс Iteration,6,Нет
6135,Какие виды дженериков знаешь,6,Нет
6138,В чём особенность String класса является ли он иммутабельным,6,Нет
6142,Почему мы не создаём String через конструктор new String (),6,Нет
6146,Что такое String pool,6,Нет
6152,Все наследники какого класса unchecked,6,Нет
6157,Отличие exeption Kotlin/Java,6,Нет
6161,Integer a =127; int b = 127 ; Integer a1 =128; int b1 = 128 a==b a1 == b1,6,Нет
6165,Почему Integer.MAX_VALUE + 1 == Integer.MIN_VALUE,6,Нет
6170,Что такое инстанциация и инициализация,6,Нет
6173,Работает ли Switch() с double/flowable,6,Нет
6180,Что такое ключевое слово transient,6,Нет
6184,Что такое Анонимный класс,6,Нет
6191,В чём отличие вложенного статического от не статического класса,6,Нет
6196,Разница между throw и throws,6,Нет
6200,Какие виды ссылок есть в Java и в чём их отличия,6,Нет
6203,Все способы как создать поток,6,Нет
6210,"Как сделать метод потокобезопастным, пока исполняется в одном потоке не может быть вызван в другом",6,Нет
6211,Что значит voletile переменная,6,Нет
6216,Swich в котлине,6,Нет
6217,Какая главная проблема by lazy {} инициализации и что это значит,6,Нет
6218,Какие функции определены сразу у дата классов,6,Нет
6219,Как работают extention функции,6,Нет
6220,Как синхронизировать корутины,6,Нет
6221,Разница между lateinit / by lazy(){},6,Нет
6222,Как понять что мы в первый раз открыли активити,6,Нет
6225,В чём разница между action и categhory у intent,6,Нет
6231,Зачем при повороте экрана пересоздаётся activity,6,Нет
6236,Является ли LayoutInflater сингелтоном и почему,6,Нет
6237,"Какую функцию необходимо переопределить что бы ложить информацию в бандл , и как называется тот в котором мы получаем информацию себе назад",6,Нет
6238,Можно ли сделать так что бы активити не пересоздавалась при повороте экрана,6,Нет
6240,Как изменить что бы в портретной ориентации была одна колонка recycler view а при смени  ориентации на ландскейп было 2 или более рядка,6,Нет
6241,"Как вызвать onDestroy не проходя через onPause, onStop",6,Нет
6242,Расскажи приоритеты при убивании процессов,6,Нет
6243,Перечисли все возможности передачи данных между фрагментами,6,Нет
6245,Как из одного активити передать данные в другое активити,6,Нет
6249,Расскажи все типы данных в Java/Kotlin,6,Нет
6252,В чём разница между FragmentManager / Fragment trasition,6,Нет
6255,Какие launchMode занеш,6,Нет
6257,В чём разница между Activity / AppCompatActivty,6,Нет
6258,Что значит windowSoftInputMode,6,Нет
6260,Сколько конструкторов у кастомного view должно быть,6,Нет
6262,Как добавить кастомные атрибуты у кастомного view,6,Нет
6264,Что такое canvas,6,Нет
6267,Как сделать так что бы в Layout объекты располагались по кругу,6,Нет
6269,Как сделать так что бы вьюшка маштабирывалась в зависимости от того какое она  занимает пространство (flexable layouts),6,Нет
6271,Что такое denscitie либо плотность пикселей,6,Нет
6273,Как мы создаём свой RecyclerViewAdapter,6,Нет
6275,Какие функции необходимо переопределить для наследника RecyclerView,6,Нет
6277,Как решить вопрос с разными view для RecyclerView,6,Нет
6279,в чём суть патерна ViewHolder,6,Нет
6281,Какой класс можно использовать что бы ловить разные жесты,6,Нет
6284,Что такое патерн adapter,6,Нет
6286,Что такое диалог и в чём его отличие от диалог фрагмента,6,Нет
6289,В чём отличие sneack bar от toast,6,Нет
6291,Что такое Penging Intent,6,Нет
6294,в каком методе мы выполняем работу Intentservise,6,Нет
6296,Как в Ретрофите в гет методе поставить атрибут в путь в контретом месте,6,Нет
6299,Как в Ретрофите в пост методе добавить значение,6,Нет
6302,Как в Ретрофите передать значение url как параметр функции,6,Нет
6305,Как в Ретрофите изменять все запросы,6,Нет
6308,Как в Ретрофите добавить возможность возвращать типы Rxjava,6,Нет
6310,Как создать реторфит,6,Нет
6313,Какие основные составляющие базы данных Room,6,Нет
6315,Какие аннотации для методов Dao знаешь,6,Нет
6320,Как в дагере заинжектить интерфейс,6,Нет
6322,Как передать контекст в дагер,6,Нет
6324,Что такое subcomponent в дагер,6,Нет
6335,Что такое Component dependencies дагер,6,Нет
6339,Что такое LifecycleOwner,6,Нет
6344,View Model vs OnSavedInstanceState,6,Нет
6347,Paging 2 Какие методы должен переопределять класс наследник PagingSourse,6,Нет
6355,Paging 3 Какие методы должен переопределять класс наследник PagingSourse,6,Нет
6357,Как создать свой WorkManager,6,Нет
6361,Какие виды WorkRequest знаешь и какие критерии к ним можно применить,6,Нет
6363,Как передать и как получить данные из WorkManager,6,Нет
6365,Как создать notification,6,Нет
6369,Какие виды анимаций знаешь,6,Нет
6374,Какую функцию необходимо переопределить у ViewPager,6,Нет
6378,Почему необходимо использовать @Binds вместо @Provide,6,Нет
6384,Перечисли два способа передавать объекты в Даггер при создании его истанса,6,Нет
6385,Что такое Scope в Dagger и как создать кастом скоуп,6,Нет
6387,Что такое multibinding в Даггер,6,Нет
6391,Что необходимо использовать что бы заанимировать добавление/удаление itemos в  recyclerView,6,Нет
6393,Как создать Dagger Hilt,6,Нет
6397,Как заинжектить в поле в Dagger Hilt,6,Нет
6400,Какие готовые компонеты с готовым скоупом есть в Dagger Hilt и как молуль добавить к  этой компоненте,6,Нет
6403,Как добавить контекст в метод из Dagger Hilt,6,Нет
6405,Как провайдить по разному созданные инстансы одного и того же класса в Dagger Hilt,6,Нет
6407,Как заинжектить VievModel Dagger,6,Нет
6409,Как заинжектить VievModel Dagger Hilt,6,Нет
6411,Какие способы создания observable знаешь,6,Нет
6413,В чём отличие Callable и Runable,6,Нет
6415,В чём отличие map и flatMap,6,Нет
6417,Какие ещё виды map знаешь в RxJava,6,Нет
6419,Как изменить поток в котором будут выполняться операции над излученными данными и в  котором будут излучаться данные,6,Нет
6422,Назовите все операторы Комбинирования потоков в RxJava,6,Нет
6425,Как решить проблему утечек памяти в RxJava,6,Нет
6427,Как бороться с проблемой backpreashure RxJava,6,Нет
6431,Какой самый экономичный тип графического файла,6,Нет
6432,Что такое Exequtor,6,Нет
6435,Опиши модель взаимодействия MVC,6,Нет
6439,"В чём разница между функциями коллекций assosiateWidth(), assosiateBy()",6,Нет
6441,Что делает функция коллекций partition(),6,Нет
6446,Как называется лейаут в котором объекты могут наслаиваться друг на друга,6,Нет
6448,Как преобразовать горячий поток в холодный в RxJava и наоборот,6,Нет
6451,Как как избавиться от 4 конструкторов в castomView,6,Нет
6453,Какие функции должен переопределять класс на который делегируют что-то,6,Нет
6455,Какие scope функции kotlin знаешь,6,Нет
6458,Как работает jetpackCompose,6,Нет
6460,Как в jetpackCompose создать recyclerView,6,Нет
7316,От какого класса наследуются Application,6,Нет
10708,Какая была твоя роль — ты был частью группы или инициатором решений,6,Нет
10709,"Расскажи про кейс, когда произошел факап",6,Нет
10710,"Как сделать так, чтобы подобные факапы не происходили в будущем",6,Нет
10711,Расскажи какие UI штуки делал,6,Нет
10712,Что такое TransactionTooLargeException,6,Нет
10713,Для чего нужен бандл,6,Нет
10714,Откуда приходит и куда уходит бандл,6,Нет
10715,С помощью чего лучше делать анимацию в item,6,Нет
10716,Как можно оптимизировать перфоманс списка,6,Нет
10717,Почему ты пошел в Android разработку,6,Нет
10718,Кто был твоим наставником,6,Нет
10719,Почему перестал работать на предыдущем месте,6,Нет
10720,"Как ты делал тестовое задание, какие материалы использовал",6,Нет
10721,При сборке как меняются требования к оперативной памяти при использовании многомодульной архитектуры,6,Нет
10722,"Что дает нам, как разработчикам, повысить качество продукта и упростить его тестирование",6,Нет
10723,Как можно уменьшить количество рекомпозиций помимо side эффектов,6,Нет
10724,Как используем Modifiers,6,Нет
10725,Как у тебя с Core Android,6,Нет
10726,Что расскажешь про жизненный цикл Activity,6,Нет
10727,"Для чего нужна многопоточность, какие инструменты используешь",6,Нет
10729,Расскажи про делегаты,6,Нет
10730,Расскажи про лямбды и про метод референса,6,Нет
10731,В какие стороны может быть направлена вариантность в дженерике,6,Нет
10733,Как происходит хранение данных в Android,6,Нет
10734,Зачем используется чистая архитектура,6,Нет
10735,Почему main activity отличается от activity при просмотрах фото и при просмотрах метрик,6,Нет
10736,Зачем нужны теги permissions,6,Нет
10737,Почему в приложении много манифестов,6,Нет
10738,В каких случаях используется библиотека hilt,6,Нет
10739,Какие есть аналоги библиотеки hilt,6,Нет
10740,Что обычно происходит в методе onCreate,6,Нет
10742,Какие способы есть делать навигацию в приложении кроме библиотеки навигаций,6,Нет
10744,Что такое Use Case,6,Нет
10746,Без чего сервис не запустится в новых версиях Android,6,Нет
10747,Расскажи про ресиверы и контент-провайдеры,6,Нет
10748,Что такое WorkManager,6,Нет
10749,Как операционная система приоретизирует приложения,6,Нет
10751,Расскажи про коллекцию Map,6,Нет
10752,На что влияют коллизии в Hash Map,6,Нет
10755,Какая особенность у Data Class относительно других Kotlin Classes,6,Нет
10756,Зачем нужны Intentes,6,Нет
10757,Какие типы Intentes бывают,6,Нет
10758,Какие отличия наследования от композиции,6,Нет
10759,Какие преимущества Android перед другими операционными системами,6,Нет
10760,Какой у тебя опыт с View,6,Нет
10761,В чем измеряется производительность layout,6,Нет
10762,Что такое Kotlin Delegation,6,Нет
10763,Расскажи про паттерны проектирования,6,Нет
10765,"Что такое px, dp, sp",6,Нет
10766,"В чем разница между px, dp, sp",6,Нет
10767,Что такое Dagger,6,Нет
10768,Зачем нужны Kotlin extensions,6,Нет
10769,Расскажи о контрактах equals и hashCode,6,Нет
10770,Расскажи про стек и хип,6,Нет
10771,Какие паттерны реализуют очередь и стек,6,Нет
10772,"Что такое унарный, бинарный и тернарный оператор",6,Нет
10774,Чем отличаются inner классы от nested,6,Нет
10775,"В чем разница между функциями расширения let, run, also, apply",6,Нет
10776,Что такое фрэграунд сервис,6,Нет
10777,Чем отличается дата пуши от идентификейшен пуши,6,Нет
10778,Чем отличается dml от ddl,6,Нет
10779,Что означает принцип Барбары Лисков,6,Нет
10780,"Что знаешь про принципы kiss, dry",6,Нет
10781,Какие шаблоны проектирования ты знаешь,6,Нет
10782,Расскажи про companion obdject в котлин,6,Нет
10783,Что такое выделенная память в куче,6,Нет
10784,В чем заключается передача объекта по ссылке и значению,6,Нет
10785,В чем отличие горячих и холодных потоков,6,Нет
4556,Что знаешь про ключевое слово reified,6,Нет
4602,Много проектов с нуля было,6,Нет
4610,"Через какой класс вызываются методы get, replace",6,Нет
4613,Расскажи про методы которые перерисовывают View,6,Нет
4603,Можно ли сделать аналог extension function в Java,6,Нет
2765,"Предположи, что может тормозить приложение",6,Нет
4604,Что произойдет если вместо ключевого слова class используем object,6,Нет
2766,"У нас нет устройства, чтобы профилировать приложение. Что будешь делать, чтобы проверить код",6,Нет
2769,Для чего используется каждый из способов передачи данных между приложениями,6,Нет
2771,"Как система решает, какой процесс убить",6,Нет
2773,"Как сделать, чтобы другое приложение могло безопасно получить авторизационный токен",6,Нет
2775,Сколько тебе лет,6,Нет
2777,Где учился,6,Нет
2778,Когда начал вход в IT,6,Нет
2779,Чем ты занимался до IT,6,Нет
2781,Пробовал последнюю версию Android,6,Нет
2782,Как вызвать метод Activity из фрагмента,6,Нет
2786,Сложно ли фиксить проблему перегрузки основного потока,6,Нет
2787,Что такое многомодульность,6,Нет
2788,"Что можешь сказать про свойства properties,методы get и set в Kotlin",6,Нет
2789,"Как думаешь, надолго гуглу хватит идей для android",6,Нет
2792,Расскажи подробнее про MVP,6,Нет
2793,Какую задачу решает MVP и что пришлось бы делать без него,6,Нет
2794,Зачем нужно разделять отображение и бизнес-логику,6,Нет
2795,"Если в приложении много экранов, как их связывать",6,Нет
2796,"Как в runtime делать динамические экраны, которые не были предусмотрены",6,Нет
2797,Насколько часто встраиваешь в приложение куски HTML,6,Нет
2798,Есть опыт рисования на canvas,6,Нет
2799,Какой опыт работы с векторной графикой,6,Нет
2800,Как svg строку показать в виде векторного файла,6,Нет
2801,На что можно заменить наследование и какие для этого есть способы,6,Нет
2802,"В каких случаях наследование полезно, а в каких нет",6,Нет
2803,Почему наследование может быть плохим или неудобным,6,Нет
2805,Встречался с паттерном Facade,6,Нет
2806,В чем основная идея паттерна Facade,6,Нет
2807,Расскажи про антипаттерны,6,Нет
2808,"Что считаешь плохим в коде, что сразу хочется заменить",6,Нет
2809,"Как можно увидеть хардкод, какие есть признаки",6,Нет
2811,"Встречал антипаттерн ""Красивые столбики""",6,Нет
2812,С какими сложностями сталкивался в своих проектах,6,Нет
2813,Что можешь рассказать о взаимодействии Android-приложения с сервером,6,Нет
2814,Какие особенности у ddp протокола,6,Нет
2815,Какие классы обеспечивают работу socket,6,Нет
2816,"Какие события, которые нужно обрабатывать, есть у серверного сокета",6,Нет
2817,"Устраивает ли тебя, что на позиции Middle-разработчика придется больше кодить и меньше руководить",6,Нет
2818,"Что бы делал, если бы релизная сборка падала в месте, которое отличается от дебажной сборки",6,Нет
2819,"Как бы смотрел, как обфусцируется код",6,Нет
2820,"Можешь привести пример, когда android фреймворк использует паттерн Factory",6,Нет
2780,Что привело в IT,6,Нет
2783,Что такое Looper,6,Нет
2784,Что такое Handler,6,Нет
2810,Что такое софткод,6,Нет
2767,"Можно ли сделать, чтобы любое приложение стартовало быстро",6,Нет
2677,С чего начинал изучение программирования,6,Нет
2678,Какой твой первый язык,6,Нет
2680,От какого объекта наследуются все классы в Java,6,Нет
2681,Какие есть методы у класса Object,6,Нет
2682,В чем разница примитивного и ссылочного типов,6,Нет
2683,Как переводить ссылочные типы в примитивные и наоборот,6,Нет
2684,Расскажи про модификаторы доступа в Java,6,Нет
2685,"Какие примитивы есть в Kotlin, а какие в Java",6,Нет
2686,Какие есть коллекции в Java,6,Нет
2687,Какие есть реализации коллекций,6,Нет
2688,Какие есть реализации list,6,Нет
2689,Как выполнить код в параллельном (не main) потоке,6,Нет
2690,Почему происходят гонки потоков и как с этим бороться,6,Нет
2691,"Какой еще есть способ борьбы с гонкой потоков, кроме volatile",6,Нет
2692,Работал с семафорами,6,Нет
2693,Как обрабатываются ошибки в Java и как с ними работать,6,Нет
2694,Пользовался модулем Try Catch,6,Нет
2695,Могут ли в одном Try быть несколько Catch,6,Нет
2696,Знаешь о иерархии ошибок,6,Нет
2697,"Что произойдет, если обратиться к полю nullable объекта",6,Нет
2698,Для чего используются два восклицательных знака,6,Нет
2699,Как бы написал наследование между двумя классами в Kotlin,6,Нет
2700,"Как можно понять, что класс является наследником",6,Нет
2701,"Как в Kotlin сделать статические поле, метод, класс",6,Нет
2702,Как бы написал extension на Java,6,Нет
2703,Как бы расширил text view каким-то методом,6,Нет
2704,В чем отличие обычного от extension метода в Kotlin,6,Нет
2705,Использовал inline функции,6,Нет
2706,Когда происходит перегрузка при использовании inline функций,6,Нет
2707,Какие вспомогательные функции знаешь или использовал,6,Нет
2709,Можно ли в Kotlin использовать примитивные типы,6,Нет
2710,Как происходит объявление переменной,6,Нет
2711,В чем отличие val от var,6,Нет
2712,Для чего нужны конструкторы в data class и можно ли обойтись без них,6,Нет
2713,Как в Kotlin можно сделать несколько конструкторов в одном классе,6,Нет
2714,Из каких частей состоит проект и какая часть за что отвечает,6,Нет
2715,Как собираем код,6,Нет
2821,Что такое Factory Builder,6,Нет
2716,Что находится в ресурсах и какие данные в них можно хранить,6,Нет
2719,Использовал когда-нибудь Service,6,Нет
2720,Чем background service отличается от foreground service,6,Нет
2721,Можно ли избежать вызова onPause и onStop,6,Нет
2723,Почему многие отказываются от MVP,6,Нет
2724,Как можно сделать Activity фрагменты,6,Нет
2738,Чем отличаются add и replace,6,Нет
2739,Как сохранять и применять настройки темы,6,Нет
2740,"Что нужно сделать, чтобы описать GET запрос",6,Нет
2741,Как бы ты создал базу данных,6,Нет
2742,В чем основной плюс MVVM,6,Нет
2743,Какие ожидания от нового места работы,6,Нет
2744,На что обратишь внимание при выборе компании,6,Нет
2745,Был ли в прошлой команде код ревью,6,Нет
2746,"Как выходил из ситуаций, когда не был согласен с оценкой код ревью",6,Нет
2747,Что тебя может демотировать в работе,6,Нет
2748,"Представь, что можешь получить один любой навык за 5 минут, что выберешь",6,Нет
2749,"Чем пользуешься, чтобы поддерживать качество кода",6,Нет
2750,Назови какие-то конкретные критерии качества кода,6,Нет
